program_id,tcas_year,year_ce,seats,applicants,accepted,min_score,max_score
10050401901001A,63,2020,16,85,16,16791,19314
10050401901001A,64,2021,15,110,18,16836.3,19420.5
10050401901001A,65,2022,133,1187,133,69.0441,79.763
10050401901001A,66,2023,130,888,108,68,72
10050401901001A,67,2024,117,922,98,75,82
10050401901001A,68,2025,2,20,2,50.8,51.4885
10050405903701A,63,2020,51,195,51,16801,20181.5
10050405903701A,64,2021,35,199,44,14893.8,20079.84
10050405903701A,65,2022,95,115,66,37.1318,59.2097
10050405903701A,66,2023,98,76,36,11.625,55.9999
10050405903701A,67,2024,60,334,60,41.5408,52.1176
10050405903701A,68,2025,70,201,70,52.31,61.2933
10050409220201A,64,2021,6,4,1,13419.2,13419.2
10050409220201A,65,2022,37,41,25,0,39.2618
10050409220201A,66,2023,32,28,13,27.5625,65.2915
10050409220201A,67,2024,25,99,12,34.1665,45.097
10050409220201A,68,2025,30,11,2,51.88,56.75
10050415800101A,63,2020,40,35,20,8225,19587.5
10050415800101A,64,2021,25,62,14,11474.7,15174.2
10050415800101A,65,2022,20,44,18,29.098,50.6
10050417112701A,63,2020,35,88,35,12715.5,16350
10050417112701A,64,2021,25,179,40,13091.1,17055.64
10050417112701A,65,2022,45,9,2,21.575,27.7875
10050417112701A,66,2023,31,49,28,13.5775,33.2225
10050417112701A,67,2024,28,256,28,25.8675,33.4775
10050417112701A,68,2025,20,263,20,29.48,37.5175
10050417112702A,63,2020,29,41,22,8134,14608.5
10050417112702A,64,2021,25,114,45,10007.5,16341.64
10050417112702A,65,2022,45,1,0,0,0
10050417112702A,66,2023,43,19,10,15.71,29.25
10050417112702A,67,2024,36,95,36,18.3525,30.2625
10050417112702A,68,2025,30,289,30,25.8225,36.285
10050417112703A,63,2020,31,183,31,13278.5,14949.5
10050417112703A,64,2021,27,216,52,13199.24,17261.04
10050417112703A,65,2022,45,15,7,20.0875,31.7125
10050417112703A,66,2023,26,105,26,24.8375,35.4925
10050417112703A,67,2024,27,156,27,26.085,39.2175
10050417112703A,68,2025,45,221,45,26.4825,38.1825
10050424903601A,63,2020,100,196,100,12461,20674.5
10050424903601A,64,2021,30,120,31,8776.24,17425.14
10050424903601A,65,2022,86,63,23,21.9,40.2563
10050424903601A,66,2023,172,41,15,31,45.9
10050424903601A,67,2024,105,189,98,21.65,55.075
10050424903601A,68,2025,15,30,11,46,66
10050424903601B,63,2020,50,17,10,10503,15045.3
10050424903601B,64,2021,12,3,0,0,0
10050424903601B,65,2022,55,33,9,0,35
10050424903601B,66,2023,60,15,9,31.21,48.1575
10050424903601B,67,2024,35,55,20,18.175,42.8125
10050424903601B,68,2025,35,177,35,36.3125,47.95
10060101110201A,63,2020,22,74,22,18062.5,21531
10060101110201A,64,2021,2,150,2,20090.5,21966.24
10060101110201A,65,2022,19,0,0,0,0
10060101110201A,66,2023,16,427,16,47.8939,59.1792
10060101110201A,67,2024,13,606,13,50.5484,58.3832
10060101110201A,68,2025,15,361,15,52.6774,59.3958
10060101110801A,63,2020,10,106,10,18757.5,21445.1
10060101110801A,64,2021,6,185,10,19023.5,21654.84
10060101110801A,65,2022,42,833,42,44.8294,55.3837
10060101110801A,66,2023,39,1421,39,53.4621,59.498
10060101110801A,67,2024,35,1728,35,57.8008,66.4013
10060101110801A,68,2025,35,680,35,56.134,65.4569
10060101111401A,63,2020,12,97,12,18412.7,20541
10060101111401A,64,2021,2,130,3,19898.3,21731.9
10060101111401A,65,2022,13,6,6,55.5353,63.5603
10060101111401A,66,2023,5,125,5,56.935,67.915
10060101111401A,67,2024,2,258,2,66.08,71.17
10060101111401A,68,2025,3,118,3,69.68,72.78
10060102111001A,63,2020,25,114,25,18464.6,20224.7
10060102111001A,64,2021,10,335,22,19758,22167.7
10060102111001A,65,2022,15,46,10,44.45,54.35
10060102111001A,66,2023,12,75,12,47.9778,57.4228
10060102111001A,67,2024,11,600,11,54.6375,58.1875
10060102111001A,68,2025,15,135,15,54.0283,65.0755
10060102111601A,63,2020,15,158,15,18976.7,21646.5
10060102111601A,64,2021,10,305,11,35.3625,43.1
10060102111601A,65,2022,11,23,11,38.1,51.1705
10060102111601A,66,2023,8,111,8,42.645,52.45
10060102111601A,68,2025,12,987,12,57.3062,63.512
10060102111701A,63,2020,10,263,10,19096,21470.9
10060102111701A,64,2021,60,1500,150,18497,21710.34
10060102111701A,65,2022,84,1157,84,45.3662,60.3985
10060102111701A,66,2023,123,759,123,50.0068,64.2653
10060102111701A,67,2024,80,1229,80,55.8333,75.0653
10060102111701A,68,2025,70,1127,70,58.3375,76.972
10060102700701B,68,2025,5,431,5,90.6,92.4
10060103130101A,63,2020,47,262,47,20492.1,22134.1
10060103130101A,64,2021,10,1084,10,22009.5,23383.94
10060103130101A,66,2023,17,657,17,58.187,64.9882
10060103130101A,67,2024,50,373,50,57.2696,71.1188
10060103130101A,68,2025,32,548,32,66.1788,73.279
10060105112101E,63,2020,15,82,15,16649,18650
10060105112101E,64,2021,15,277,18,17305.34,19774.94
10060105112101E,65,2022,10,31,10,44.2,64.3
10060105112101E,66,2023,15,78,15,54.52,66.64
10060105112101E,67,2024,15,65,15,51.46,60.62
10060105112101E,68,2025,10,259,10,60.84,76.04
10060105210001A,64,2021,80,2526,96,17222.04,21111.9
10060105210001A,65,2022,170,765,170,36.7941,57.4627
10060105210001A,66,2023,120,281,120,31.946,49.0876
10060105210001A,67,2024,135,1093,135,35.9542,47.5422
10060105210001A,68,2025,100,625,100,38.1298,47.4938
10060105210301A,63,2020,200,72,34,13694.5,19873.5
10060105210301A,64,2021,30,154,36,27.725,46.6
10060105210301A,65,2022,25,191,25,36.2079,60.6686
10060105210301A,66,2023,25,39,15,23.1704,43.6532
10060105210301A,67,2024,25,478,25,36.1354,60.8454
10060105210301A,68,2025,25,252,25,38.4916,43.54
10060105210301E,66,2023,40,164,40,61.7,88.075
10060105210301E,67,2024,40,153,40,55.525,89.8
10060105210301E,68,2025,40,198,40,61.75,84.575
10060105210302E,64,2021,80,35,7,14044.5,16436.9
10060105210302E,65,2022,40,75,34,26.65,56.2
10060105210302E,66,2023,40,56,29,27.85,75.95
10060105210302E,67,2024,40,117,40,36.975,69.975
10060105210302E,68,2025,40,144,40,45.475,73.325
10060105210401A,63,2020,200,176,62,13759,19363
10060105210401A,64,2021,10,393,14,34.075,43.125
10060105210401A,65,2022,10,402,10,46.7177,52.3294
10060105210401A,66,2023,15,102,15,36.9532,48.227
10060105210401A,67,2024,15,435,15,41.6114,57.332
10060105210401A,68,2025,10,227,10,44.7232,67.7254
10060105210401E,68,2025,30,99,30,41.79,61.76
10060105210701A,63,2020,200,170,69,13685.8,19092.5
10060105210701A,64,2021,10,530,12,36.225,61.125
10060105210701A,65,2022,10,539,10,47.7,64.5
10060105210701A,66,2023,10,123,10,41.1604,51.4804
10060105210701A,67,2024,10,269,10,42.6994,51.9372
10060105210701A,68,2025,10,196,10,44.797,63.486
10060105210701E,63,2020,40,24,10,8558.8,17084.6
10060105210701E,64,2021,40,159,49,12132.14,19127
10060105210701E,65,2022,60,32,15,43,60.275
10060105210701E,66,2023,60,4,2,55.17,56.23
10060105210701E,67,2024,60,1,0,0,0
10060105210701E,68,2025,30,111,24,36.01,68.02
10060105211201A,63,2020,200,67,17,14004.8,17865.5
10060105211201A,64,2021,10,215,10,35.925,55.225
10060105211201A,65,2022,15,231,15,41.6255,69.4079
10060105211201A,66,2023,15,54,15,33.2404,50.9454
10060105211201A,67,2024,15,388,15,40.6126,53.9782
10060105211201A,68,2025,10,178,10,43.5472,51.9014
10060105212401E,63,2020,30,22,7,11212,16438.6
10060105212401E,64,2021,60,76,24,11837.7,16905.5
10060105212401E,65,2022,120,184,64,39.375,60.45
10060105212401E,66,2023,60,0,0,0,0
10060105212401E,67,2024,40,37,15,51.625,66.1
10060105212401E,68,2025,40,253,40,53.625,74.3
10060105212501A,63,2020,200,23,5,14598.4,17556.9
10060105212501A,64,2021,20,41,16,16.5,32.975
10060105212501A,65,2022,20,57,15,21.8,39.9333
10060105212501A,66,2023,20,50,20,22.41,36.8426
10060105212501A,67,2024,20,211,20,32.5788,40.481
10060105212501A,68,2025,20,177,20,35.0998,39.1094
10060105212701A,63,2020,200,37,13,13788,18399.5
10060105212701A,64,2021,25,62,24,10.075,41.275
10060105212701A,65,2022,30,122,30,27.0215,44.2412
10060105212701A,66,2023,30,80,30,30.9532,58.1026
10060105212701A,67,2024,30,232,30,34.5072,47.0954
10060105212701A,68,2025,25,267,25,38.2742,45.9548
10060105212801E,63,2020,30,11,6,10825.5,15867
10060105212801E,64,2021,30,45,10,13787.6,19543.44
10060105212801E,65,2022,40,28,4,45.8,49.55
10060105212801E,66,2023,40,0,0,0,0
10060105212801E,67,2024,40,11,2,42.275,51.085
10060105212801E,68,2025,40,273,40,44.1,57.02
10060106111301A,63,2020,80,383,80,19245.8,21732
10060106111301A,64,2021,40,1905,74,20631.94,23127.6
10060106111301A,65,2022,107,275,88,46.9279,59.875
10060106111301A,66,2023,56,831,56,48.2894,59.3404
10060106111301A,67,2024,52,3208,52,50.6972,59.4244
10060106111301A,68,2025,49,1864,49,56.3532,80.556
10060106111901A,63,2020,45,185,45,19371.2,22489.5
10060106111901A,64,2021,15,1007,42,21131.14,23536.3
10060106111901A,65,2022,54,98,39,43.7696,60.3461
10060106111901A,66,2023,41,991,41,49.4982,58.8094
10060106111901A,67,2024,39,1316,39,53.9258,74.6288
10060106111901A,68,2025,30,1982,30,58.51,67.5838
10060107111803A,66,2023,35,332,35,38.09,49.84
10060107111803A,67,2024,40,267,40,39.4,49.25
10060107111803A,68,2025,45,480,45,43.855,58.095
10060107112701A,63,2020,120,307,120,16206,19152.6
10060107112701A,64,2021,70,1227,88,17744.84,19887.14
10060107112701A,65,2022,120,256,114,29.525,42.7375
10060107112701A,66,2023,40,630,40,39.195,52.7975
10060107112701A,67,2024,40,731,40,39.5275,50.56
10060107112701A,68,2025,20,438,20,46.03,60.1775
10060107112702A,63,2020,45,121,45,16597,19264.5
10060107112702A,64,2021,45,634,82,17600.14,20448.7
10060107112702A,65,2022,60,126,44,31.8,52.7
10060107112702A,66,2023,45,432,45,37.05,50.2
10060107112702A,67,2024,35,593,35,39.375,48.05
10060107112702A,68,2025,48,617,48,41.6,55.05
10060107112704A,66,2023,40,146,40,29.495,44.21
10060107112704A,67,2024,45,1016,45,37.38,52.31
10060107112704A,68,2025,45,257,45,39.355,47.445
10060108111701A,63,2020,180,850,180,17205.5,19672.7
10060108111701A,64,2021,120,1845,196,18092,20999.5
10060108111701A,65,2022,170,1735,170,41.3333,58.7292
10060108111701A,66,2023,25,1001,25,51.0491,59.0591
10060108111701A,67,2024,50,780,50,51.5589,63.5258
10060108111701A,68,2025,118,1122,118,52.3356,62.1124
10060109110101A,63,2020,46,119,46,18286,20955.6
10060109110101A,64,2021,5,663,75,19626.5,21765.4
10060109110101A,65,2022,65,1071,65,55.8421,66.5907
10060109110101A,66,2023,45,622,45,57.7638,67.9414
10060109110101A,67,2024,41,557,41,62.0166,76.3708
10060109110101A,68,2025,35,323,35,63.475,76.5
10060109110901A,63,2020,25,106,25,18021.1,20311.5
10060109110901A,64,2021,5,184,7,19260,19797.5
10060109110901A,65,2022,21,157,21,45.3655,53.75
10060109110901A,66,2023,20,149,20,52.6095,59.8875
10060109110901A,67,2024,15,331,15,57.543,66.5278
10060109110901A,68,2025,15,116,15,59.1526,68.7054
10060110140101A,64,2021,15,972,17,21388.54,23242.5
10060110140101A,65,2022,10,3426,10,61.725,66.175
10060110140101A,66,2023,10,1635,10,61.4849,67.5083
10060110140101A,67,2024,10,2380,10,63.1832,71.66
10060110140101A,68,2025,15,1363,15,67.1382,73.9664
10060111210102E,64,2021,15,13,5,11417.74,12993.3
10060111210102E,65,2022,40,27,12,17.5625,26.25
10060111210102E,66,2023,40,52,16,18.2625,39
10060111210102E,67,2024,40,133,40,24.5125,39.5125
10060111210102E,68,2025,40,34,15,24.0375,36.5
10060111213101A,63,2020,40,103,40,12778.5,17658.5
10060111213101A,64,2021,40,431,78,14413.7,18806.8
10060111213101A,65,2022,85,241,80,30.01,46.995
10060111213101A,66,2023,65,93,45,22.75,40.5625
10060111213101A,67,2024,70,476,70,33.035,49.28
10060111213101A,68,2025,70,440,70,35.985,51.845
10060112300501A,63,2020,12,60,12,18190,21865.25
10060112300501A,64,2021,5,326,9,20343.1,21751.4
10060112300501A,65,2022,20,124,20,42.5804,60.292
10060112300501A,66,2023,28,795,28,53.05,64.5498
10060112300501A,67,2024,35,595,35,47.8998,58.6498
10060112300501A,68,2025,26,516,26,53.479,68.9375
10060112300601A,63,2020,5,15,5,16646.75,18029.2
10060112300601A,64,2021,5,183,32,16794,20784
10060112300601A,65,2022,5,18,5,33.7265,41.8294
10060112300601A,66,2023,14,168,14,39.0998,45.1999
10060112300601A,67,2024,5,144,5,36.7499,42.6248
10060112300601A,68,2025,10,238,10,43.975,51.2499
10060112300601E,66,2023,20,22,12,0,42.3
10060112300601E,67,2024,15,31,9,15.45,35.6748
10060112300601E,68,2025,20,85,20,16.75,44.0332
10060112300701A,63,2020,5,15,5,15754.8,18634.05
10060112300701A,64,2021,5,71,16,13725.89,18381.6
10060112300701A,65,2022,20,51,6,32.1755,40.9529
10060112300701A,66,2023,20,292,20,41.4332,52.6942
10060112300701A,67,2024,10,345,10,43.9498,50.2831
10060112300701A,68,2025,10,251,10,44.7499,75.8222
10060112300901E,63,2020,3,15,3,20147.25,21170.5
10060112300901E,64,2021,3,43,3,21647.75,23120.2
10060112300901E,65,2022,3,4,2,66.2294,70.001
10060112300901E,66,2023,6,144,6,54.8124,70.0673
10060112300901E,67,2024,5,155,5,52.5375,56.625
10060112300901E,68,2025,3,115,3,60.1624,64.6874
10060112301601A,63,2020,10,39,10,17954,20337
10060112301601A,64,2021,36,216,43,16916.3,19658.15
10060112301601A,65,2022,40,50,11,30.2255,56.1765
10060112301601A,66,2023,20,466,22,41.3749,51.4498
10060112301601A,67,2024,25,412,25,37.7998,51.2249
10060112301601A,68,2025,30,326,30,41.6,51.1749
10060112302101A,63,2020,65,219,65,15629.75,19567.25
10060112302101A,64,2021,44,415,60,16189.2,19825.75
10060112302101A,65,2022,60,68,14,26.0304,44.0127
10060112302101A,66,2023,30,722,30,42.1442,54.7275
10060112302101A,67,2024,45,376,45,38.6721,49.0443
10060112302101A,68,2025,55,248,55,35.0999,47.25
10060112303501A,63,2020,10,35,10,16280.75,19577.95
10060112303501A,65,2022,20,19,1,37.3873,37.3873
10060112303501A,66,2023,10,147,10,41.2831,45.2665
10060112303501A,67,2024,10,278,10,46.0166,52.4722
10060112303501A,68,2025,28,30,12,36.1078,50.8375
10060112303501E,63,2020,2,4,1,15517.5,15517.5
10060112303501E,64,2021,10,5,4,15497.65,16868.55
10060112303501E,65,2022,15,0,0,0,0
10060112303501E,66,2023,15,12,6,0,42.5722
10060112303501E,67,2024,15,49,14,26,46.666
10060112303501E,68,2025,15,56,13,38.666,54
10060113901801E,65,2022,28,38,12,56.1,69.05
10060113901801E,66,2023,5,16,1,81.55,83.8
10060113901801E,67,2024,12,43,12,79.25,98.7
10060113901801E,68,2025,5,53,5,93.25,98.5
10060113902001A,63,2020,60,166,60,20067.6,25033
10060113902001A,64,2021,10,356,46,20686.8,23132
10060113902001A,65,2022,62,41,4,63.6,70.1
10060113902001A,66,2023,60,1039,61,70.2,78.7
10060113902001A,67,2024,56,634,56,68.7,75.35
10060113902001A,68,2025,55,671,55,70.2,75.9
10060113902501A,63,2020,60,330,60,23249.5,25802
10060113902501A,64,2021,23,839,39,23420.14,24970
10060113902501A,65,2022,58,21,0,0,0
10060113902501A,66,2023,60,4405,64,76.05,84
10060113902501A,67,2024,33,1681,33,75.65,83.55
10060113902501A,68,2025,45,1422,45,77.65,84.9
10060114112401A,63,2020,30,164,30,15950,19129
10060114112401A,64,2021,30,231,33,16658.34,19989.54
10060114112401A,65,2022,70,41,11,35.5034,45.1245
10060114112401A,66,2023,45,229,45,43.6983,56.9845
10060114112401A,67,2024,35,233,35,44.168,52.315
10060114112401A,68,2025,30,500,30,50.6485,58.5625
10060115220101E,63,2020,50,46,25,10755.5,17608
10060115220101E,64,2021,30,126,42,10675.6,18778.94
10060115220101E,65,2022,50,106,45,28.1088,62.1047
10060115220101E,66,2023,50,135,50,34.0749,66.0582
10060115220101E,67,2024,50,125,49,34.8791,64.2498
10060115220101E,68,2025,50,59,26,50.805,66.5135
10060115220301A,64,2021,20,220,21,14617.04,19026
10060115220301A,65,2022,40,203,18,35.3833,50.5833
10060115220301A,66,2023,40,345,17,54.8581,64.5249
10060115220301A,67,2024,40,228,0,0,0
10060115220301A,68,2025,30,205,23,59.055,68.9165
10060116901501A,63,2020,65,178,65,16888.5,21130.5
10060116901501A,64,2021,60,103,41,12185.5,21028.74
10060116901501A,65,2022,100,263,98,49.8617,67.601
10060116901501A,66,2023,125,166,123,35.7832,68.4662
10060116901501A,67,2024,125,1482,125,65.4916,77.5164
10060116901501A,68,2025,80,613,80,65.2498,75.2207
10060117112001A,63,2020,12,75,12,15684.5,18935.8
10060117112001A,64,2021,25,11,3,59.463,75.1
10060117112001A,65,2022,35,568,35,46.5882,61.147
10060117112001A,66,2023,35,427,35,47.8162,82.3532
10060117112001A,67,2024,35,955,35,52.7098,68.6032
10060117112001A,68,2025,30,604,30,56.6166,67.6028
10060117112002A,63,2020,12,89,12,14839,16611.5
10060117112002A,64,2021,25,222,27,60.378,74.825
10060117112002A,65,2022,40,178,40,26.4294,50.9632
10060117112002A,66,2023,30,355,30,43.243,49.9066
10060117112002A,67,2024,30,677,30,48.7228,56.3432
10060117112002A,68,2025,5,296,5,53.59,69.613
10060219210701A,63,2020,30,28,15,9295.5,13712.5
10060219210701A,64,2021,10,38,8,11792,13721.04
10060219210701A,65,2022,35,15,12,32.3309,44.7132
10060219210701A,66,2023,25,75,26,41.08,55.21
10060219210701A,67,2024,30,311,31,89.75,99.25
10060219210701A,68,2025,40,237,40,87.75,100
10060219211001A,63,2020,30,78,30,11902.5,17464.5
10060219211001A,64,2021,30,122,35,9947.1,17907.6
10060219211001A,65,2022,35,6,2,43.3125,54.2125
10060219211001A,66,2023,30,0,0,0,0
10060219211001A,67,2024,30,50,24,16.99,31.55
10060219211001A,68,2025,40,101,33,20.83,33.92
10060219212301A,63,2020,25,19,7,11146,13154.1
10060219212301A,64,2021,20,48,14,9680.74,14484
10060219212301A,65,2022,30,20,7,39.575,47.425
10060219212301A,66,2023,35,4,0,0,0
10060219212301A,67,2024,25,67,25,46.8498,62.1332
10060219212301A,68,2025,30,635,30,93.5,99.5
10060219302801A,63,2020,15,3,2,12800.65,15521.25
10060219302801A,64,2021,10,11,1,15637.74,15637.74
10060219302801A,65,2022,40,2,0,0,0
10060219302801A,66,2023,30,0,0,0,0
10060219302801A,67,2024,30,371,30,93.75,100
10060219302801A,68,2025,30,271,30,91,100
10060219500201A,63,2020,40,16,8,7882.1,13624.3
10060219500201A,64,2021,40,24,6,11189.5,14635.44
10060219500201A,65,2022,40,24,9,13.25,36.05
10060219500201A,66,2023,30,101,29,61.0666,92.9166
10060219500201A,67,2024,40,206,41,73.5,94.75
10060219500201A,68,2025,50,221,50,78.75,99.5
10060219610501A,63,2020,35,187,35,16831.5,20478
10060219610501A,64,2021,10,317,65,16767,20497.44
10060219610501A,65,2022,45,96,20,43.4,60.95
10060219610501A,66,2023,45,120,45,49.2,64.05
10060219610501A,67,2024,55,441,55,49.6416,60.9666
10060219610501A,68,2025,40,600,40,54.6081,61.7081
10060219610801A,63,2020,30,142,30,14839.5,18181.5
10060219610801A,64,2021,20,204,30,15195.24,17157
10060219610801A,65,2022,40,143,41,37.85,55.525
10060219610801A,66,2023,35,181,35,48.325,62.85
10060219610801A,67,2024,35,723,35,85.75,91
10060219610801A,68,2025,40,492,41,87.5,94.3
10060320111701A,67,2024,5,184,5,51.8959,56.4775
10060320112701A,63,2020,15,76,15,13530.5,15718.5
10060320112701A,64,2021,5,74,5,15615.7,16180.34
10060320112701A,65,2022,30,545,30,55.5172,63.7912
10060320112701A,66,2023,40,44,28,0,36.46
10060320112701A,67,2024,40,256,40,27.285,36.98
10060320112701A,68,2025,30,230,30,32,41.145
10060320500201A,63,2020,60,4,2,9205,10400
10060320500201A,64,2021,30,3,1,9979.7,9979.7
10060320500201A,65,2022,30,48,16,55.75,98
10060320500201A,66,2023,20,51,17,38.75,92.5
10060320500201A,67,2024,30,44,6,60.25,98.5
10060320500201A,68,2025,45,10,4,67,83.5
10060320900301A,63,2020,30,10,4,10422.5084,18871
10060320900301A,64,2021,20,15,3,9395.5,15657.7
10060320900301A,65,2022,40,143,40,63.75,99.25
10060320900301A,66,2023,20,101,20,82,94.5
10060320900301A,67,2024,25,115,25,77.25,98.25
10060320900301A,68,2025,50,128,45,67.75,99
10060421112101A,65,2022,30,59,30,26.975,52.892
10060421112101A,66,2023,35,90,35,30.436,49.4333
10060421112101A,67,2024,25,499,25,43.5028,58.2638
10060421112101A,68,2025,40,247,40,44.4708,57.6278
10060421112701A,63,2020,35,36,28,9748,16106.5
10060421112701A,64,2021,10,64,17,12657.1,16902.14
10060421112701A,65,2022,35,900,35,65.8162,73.9485
10060421112701A,66,2023,35,65,35,26.2725,47.0675
10060421112701A,67,2024,35,555,35,38.2075,47.2725
10060421112701A,68,2025,45,258,45,37.855,48.7725
10060421500201A,63,2020,33,1,1,12066,12066
10060421500201A,64,2021,10,0,0,0,0
10060421500201A,65,2022,30,53,20,57,92.25
10060421500201A,66,2023,30,16,2,68.211,75.4388
10060421500201A,67,2024,30,65,13,54.5,94.75
10060421500201A,68,2025,40,100,23,50.75,100
10060421903503A,64,2021,10,6,1,0,0
10060421903503A,65,2022,30,63,22,40.1,64.475
10060421903503A,66,2023,30,38,18,43.2,68.75
10060421903503A,67,2024,20,113,20,51,67.575
10060421903503A,68,2025,30,127,28,52.65,67.975
10090101702001A,63,2020,30,2,0,,
10090101702001A,64,2021,10,78,10,18943.5,20497.04
10090101702001A,65,2022,24,116,24,52.251,68.2917
10090101702001A,66,2023,21,386,21,71.8527,79.3361
10090101702001A,67,2024,14,248,14,72.5388,76.35
10090101702001A,68,2025,14,151,14,72.0028,76.85
10090101702002A,63,2020,25,9,7,20915.5,22218.5
10090101702002A,64,2021,2,57,3,21990,22488.14
10090101702002A,65,2022,14,41,12,57.2706,67.0392
10090101702002A,66,2023,15,338,15,74.0249,81.7332
10090101702002A,67,2024,14,183,14,75.4581,82.0583
10090101702002A,68,2025,12,0,0,0,0
10090101900701A,63,2020,50,479,50,21025.5,24980.8
10090101900701A,64,2021,40,960,47,22005.5,25288.74
10090101900701A,65,2022,63,1171,63,55.853,72.9177
10090101900701A,66,2023,78,2398,78,65.361,76.194
10090101900701A,67,2024,78,1764,78,63.4055,84.922
10090101900701A,68,2025,60,964,60,66.522,78.133
10090101900701B,67,2024,30,585,30,57.4805,73.7385
10090101900701B,68,2025,29,373,29,61.4635,70
10090101901201A,63,2020,26,123,26,17614.5,20826.9
10090101901201A,64,2021,15,179,16,18929.94,21052.7
10090101901201A,65,2022,50,533,50,41.1177,63.2882
10090101901201A,66,2023,50,244,50,47.7999,60.7083
10090101901201A,67,2024,48,613,48,48.9276,54.5722
10090101901201A,68,2025,47,16,4,51.5166,55.3054
10090101901201B,67,2024,46,138,46,38.45,48.861
10090101901201B,68,2025,46,12,0,0,0
10090101901501A,63,2020,70,13,5,18448,20778.5
10090101901501A,64,2021,15,182,18,18204.24,23632.5
10090101901501A,65,2022,30,751,30,48.0294,61.95
10090101901501A,66,2023,62,426,62,51.8582,61.8
10090101901501A,67,2024,67,678,67,52.7414,61.5916
10090101901501A,68,2025,55,668,55,55.4332,62.5998
10090101902001A,63,2020,38,139,38,18225.5,22207
10090101902001A,64,2021,15,191,26,19003.8,21712.5
10090101902001A,65,2022,44,720,44,54.8152,66.3475
10090101902001A,66,2023,44,96,32,56.6305,71.4055
10090101902001A,67,2024,42,3228,42,64.3304,71.0694
10090101902001A,68,2025,58,1335,58,65.0416,72.8082
10090101902501E,63,2020,78,617,78,20040.4,23774.5
10090101902501E,64,2021,33,237,58,18084.5,22848.8
10090101902501E,65,2022,160,714,161,49.4975,70
10090101902501E,66,2023,166,1278,166,62.6385,86.944
10090101902501E,67,2024,162,141,59,44.583,80.5555
10090101902501E,68,2025,164,1002,164,58.819,83.6805
10090101902502E,63,2020,71,387,71,19169,23458
10090101902502E,64,2021,30,234,81,16531.54,24007.5
10090101902502E,65,2022,55,223,55,45.0764,71.9412
10090101902502E,66,2023,59,208,59,57.708,78.611
10090101902502E,67,2024,62,240,62,54.9305,79.0275
10090101902502E,68,2025,23,0,0,0,0
10090101902503A,66,2023,79,2390,79,71.7665,85.3749
10090101902503A,67,2024,68,1076,68,70.2832,80.0831
10090101902503A,68,2025,77,13,0,0,0
10090101902503B,67,2024,31,329,31,64.1666,70.0833
10090101902503B,68,2025,29,8,0,0,0
10090101902601A,65,2022,48,937,48,49.5432,65.2
10090101902601A,66,2023,52,502,52,54.1055,67.5385
10090101902601A,67,2024,32,699,32,56.8039,68.179
10090101902601A,68,2025,36,581,36,59.7375,66.1832
10090101902601B,68,2025,40,356,40,53.6916,63.9124
10090101902801A,63,2020,22,245,22,20688,24379.5
10090101902801A,64,2021,20,763,21,21849.84,23300.64
10090101902801A,65,2022,40,1101,40,62.4818,74.5058
10090101902801A,66,2023,44,689,44,64.9026,78.0957
10090101902801A,67,2024,45,736,45,61.1278,75.393
10090101902801A,68,2025,52,319,52,54.7125,77.2776
10090101903301A,63,2020,19,37,16,17148,24188.2
10090101903301A,64,2021,15,53,15,16790.1,21201.7
10090101903301A,65,2022,30,583,30,53.0529,63.275
10090101903301A,66,2023,21,81,21,55.1598,73.6116
10090101903301A,67,2024,20,136,20,54.93,67.7348
10090101903301A,68,2025,17,63,17,54.5764,67.8298
10090102210301A,63,2020,20,54,20,13213.8,17179
10090102210301A,64,2021,5,188,7,16140.1,16677
10090102210301A,65,2022,43,221,43,20.6117,43.5098
10090102210301A,66,2023,32,242,32,49.527,59.944
10090102210301A,67,2024,31,79,28,21,47.0388
10090102210301A,68,2025,35,1,0,0,0
10090102210401A,63,2020,15,71,15,12331,16246.5
10090102210401A,64,2021,25,382,28,15316.64,17025.6
10090102210401A,65,2022,57,417,57,31.0353,46.0019
10090102210401A,66,2023,71,540,71,49.1525,57.2495
10090102210401A,67,2024,45,292,45,42.361,63.9305
10090102210401A,68,2025,63,475,63,49.1943,58.9165
10090102210501A,63,2020,15,82,15,14178,16603.4
10090102210501A,64,2021,10,363,13,16016.84,16928.8
10090102210501A,65,2022,57,1340,57,40.6794,49.1265
10090102210501A,66,2023,59,854,59,53.6886,62.5548
10090102210501A,67,2024,46,381,47,46.0218,55.8552
10090102210501A,68,2025,46,5,0,0,0
10090102210701A,63,2020,20,70,20,12126.5,17127.5
10090102210701A,64,2021,10,846,16,15924.4,17103.2
10090102210701A,65,2022,40,636,40,38.2882,45.0706
10090102210701A,66,2023,45,506,45,51.5831,60.0326
10090102210701A,67,2024,59,267,59,39.7497,54.2911
10090102210701A,68,2025,18,682,18,53.5076,62.3083
10090102212701A,63,2020,25,145,25,12048.5,16235
10090102212701A,64,2021,7,75,9,13737.84,17589.04
10090102212701A,65,2022,53,104,29,11.3176,35.863
10090102212701A,66,2023,58,107,38,15.8332,56.5884
10090102212701A,67,2024,57,230,57,35.7358,50.6272
10090102212701A,68,2025,52,270,52,44.2247,54.4333
10090102212801A,63,2020,10,73,10,13155,14376.2
10090102212801A,64,2021,3,67,5,13278.54,15150.74
10090102212801A,65,2022,34,136,34,22.2167,41.605
10090102212801A,66,2023,33,124,30,43.6245,52.583
