program_id,project_id,major_id,project_name_th,round_type,year,receive_student_number,min_gpax,min_total_score,only_formal,only_international,only_vocational,link
10020326610802A,B2700,,ขยายโอกาสสู่โรงเรียนต้นน้ำ,quota,2026,52,,,1,1,1,https://admission.ku.ac.th/
10020326610802A,B3400,,โครงการรับนิสิตพิเศษ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326610802A,C2838,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 1),admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020326610802A,C2839,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 2),admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020326610802B,A0500,,ส่งเสริมนักเรียนที่มีคุณธรรมและจริยธรรม,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326610802B,A0600,,ความรู้คู่คุณธรรมสร้างผู้นำเยาวชน,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326610802B,A0700,,ขยายโอกาสทางการศึกษา (รอบ 1/1),portfolio,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020326610802B,A0701,,ขยายโอกาสทางการศึกษา (รอบ 1/2),portfolio,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020326610802B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326610802B,B1900,,รับตรงภาคตะวันออกและเขตพื้นที่เชื่อมโยง,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020326610802B,B2700,,ขยายโอกาสสู่โรงเรียนต้นน้ำ,quota,2026,50,,,1,1,1,https://admission.ku.ac.th/
10020326610802B,B3400,,โครงการรับนิสิตพิเศษ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326610802B,C2838,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 1),admission,2026,45,,0,1,1,1,https://admission.ku.ac.th/
10020326610802B,C2839,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 2),admission,2026,45,,0,1,1,1,https://admission.ku.ac.th/
10020326610802D,A0200,,เรียนล่วงหน้า,portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020326610802D,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326610802D,A0500,,ส่งเสริมนักเรียนที่มีคุณธรรมและจริยธรรม,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326610802D,A0600,,ความรู้คู่คุณธรรมสร้างผู้นำเยาวชน,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326610802D,A0700,,ขยายโอกาสทางการศึกษา (รอบ 1/1),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020326610802D,A0701,,ขยายโอกาสทางการศึกษา (รอบ 1/2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020326610802D,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326610802D,B1900,,รับตรงภาคตะวันออกและเขตพื้นที่เชื่อมโยง,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020326610802D,B2700,,ขยายโอกาสสู่โรงเรียนต้นน้ำ,quota,2026,52,,,1,1,1,https://admission.ku.ac.th/
10020326610802D,B3400,,โครงการรับนิสิตพิเศษ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326610802D,C2838,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 1),admission,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020326610802D,C2839,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 2),admission,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020326611001A,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326611001A,A0500,,ส่งเสริมนักเรียนที่มีคุณธรรมและจริยธรรม,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326611001A,A0600,,ความรู้คู่คุณธรรมสร้างผู้นำเยาวชน,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326611001A,A0700,,ขยายโอกาสทางการศึกษา (รอบ 1/1),portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020326611001A,A0701,,ขยายโอกาสทางการศึกษา (รอบ 1/2),portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020326611001A,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326611001A,B1900,,รับตรงภาคตะวันออกและเขตพื้นที่เชื่อมโยง,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020326611001A,B2700,,ขยายโอกาสสู่โรงเรียนต้นน้ำ,quota,2026,52,,,1,1,1,https://admission.ku.ac.th/
10020326611001A,B3400,,โครงการรับนิสิตพิเศษ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326611001A,C2838,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 1),admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020326611001A,C2839,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 2),admission,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020326611001B,A0500,,ส่งเสริมนักเรียนที่มีคุณธรรมและจริยธรรม,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326611001B,A0600,,ความรู้คู่คุณธรรมสร้างผู้นำเยาวชน,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326611001B,A0700,,ขยายโอกาสทางการศึกษา (รอบ 1/1),portfolio,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020326611001B,A0701,,ขยายโอกาสทางการศึกษา (รอบ 1/2),portfolio,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020326611001B,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326611001B,B1900,,รับตรงภาคตะวันออกและเขตพื้นที่เชื่อมโยง,quota,2026,20,,,1,1,1,https://admission.ku.ac.th/
10020326611001B,B2700,,ขยายโอกาสสู่โรงเรียนต้นน้ำ,quota,2026,50,,,1,1,1,https://admission.ku.ac.th/
10020326611001B,B3400,,โครงการรับนิสิตพิเศษ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326611001B,C2838,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 1),admission,2026,30,,0,1,1,1,https://admission.ku.ac.th/
10020326611001B,C2839,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 2),admission,2026,30,,0,1,1,1,https://admission.ku.ac.th/
10020326611001D,A0200,,เรียนล่วงหน้า,portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020326611001D,A0400,,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326611001D,A0500,,ส่งเสริมนักเรียนที่มีคุณธรรมและจริยธรรม,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326611001D,A0600,,ความรู้คู่คุณธรรมสร้างผู้นำเยาวชน,portfolio,2026,2,,0,1,1,1,https://admission.ku.ac.th/
10020326611001D,A0700,,ขยายโอกาสทางการศึกษา (รอบ 1/1),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020326611001D,A0701,,ขยายโอกาสทางการศึกษา (รอบ 1/2),portfolio,2026,10,,0,1,1,1,https://admission.ku.ac.th/
10020326611001D,B1100,,นักเรียนดีเด่นจากโรงเรียนสาธิตแห่ง มก.,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326611001D,B1900,,รับตรงภาคตะวันออกและเขตพื้นที่เชื่อมโยง,quota,2026,5,,,1,1,1,https://admission.ku.ac.th/
10020326611001D,B2700,,ขยายโอกาสสู่โรงเรียนต้นน้ำ,quota,2026,52,,,1,1,1,https://admission.ku.ac.th/
10020326611001D,B3400,,โครงการรับนิสิตพิเศษ,quota,2026,1,,,1,1,1,https://admission.ku.ac.th/
10020326611001D,C2838,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 1),admission,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020326611001D,C2839,,Admission (คณะวิทยาการจัดการ ใช้คะแนน A-Level คณิตศาสตร์ประยุกต์ 2),admission,2026,25,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0400,A,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0400,B,รับนักกีฬาดีเด่น,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0500,A,ส่งเสริมนักเรียนที่มีคุณธรรมและจริยธรรม,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0500,B,ส่งเสริมนักเรียนที่มีคุณธรรมและจริยธรรม,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0600,A,ความรู้คู่คุณธรรมสร้างผู้นำเยาวชน,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0600,B,ความรู้คู่คุณธรรมสร้างผู้นำเยาวชน,portfolio,2026,1,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0700,A,ขยายโอกาสทางการศึกษา (รอบ 1/1),portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0700,B,ขยายโอกาสทางการศึกษา (รอบ 1/1),portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
10020326620102A,A0701,A,ขยายโอกาสทางการศึกษา (รอบ 1/2),portfolio,2026,20,,0,1,1,1,https://admission.ku.ac.th/
