program_id,university_slug,university_id,faculty_id,campus_id,campus_name_th,campus_name_en,program_name_th,program_name_en,program_type_id,program_type_name_th,field_id,field_name_th,field_name_en,cost,graduate_rate
10010121300001A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์,Bachelor of Engineering Program,A,ภาษาไทย ปกติ,00,วิศวกรรมทั่วไป,General Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121300501A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,A,ภาษาไทย ปกติ,05,วิศวกรรมคอมพิวเตอร์,Computer Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121300599A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล,Bachelor of Engineering Program in Computer Engineering and Digital Technology,A,ภาษาไทย ปกติ,05,วิศวกรรมคอมพิวเตอร์,Computer Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121300601A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,A,ภาษาไทย ปกติ,06,วิศวกรรมเคมี,Chemical Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121300601E,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมีและกระบวนการ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Chemical and Process Engineering (International Program),E,นานาชาติ,06,วิศวกรรมเคมี,Chemical Engineering,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,0
10010121301101A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี,Bachelor of Engineering Program in Nuclear and Radiological Engineering,A,ภาษาไทย ปกติ,11,วิศวกรรมนิวเคลียร์,Nuclear Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121301601A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,A,ภาษาไทย ปกติ,16,วิศวกรรมไฟฟ้า,Electrical Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121301801E,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสารสนเทศและการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Information and Communication Engineering (International Program),E,นานาชาติ,18,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,Electrical Communication Engineering/Electronic Engineering,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,ร้อยละ 86.8 ต่อปีการศึกษา
10010121302001A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมยานยนต์,Bachelor of Engineering Program in Automotive Engineering,A,ภาษาไทย ปกติ,20,วิศวกรรมยานยนต์,Automotive Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121302002E,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมการออกแบบและการผลิตยานยนต์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Automotive Design and Manufacturing Engineering (International Program),E,นานาชาติ,20,วิศวกรรมยานยนต์,Automotive Engineering,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,ร้อยละ 86.8 ต่อปีการศึกษา
10010121302101A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,A,ภาษาไทย ปกติ,21,วิศวกรรมโยธา,Civil Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121302501A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ,Bachelor of Engineering Program in Metallurgical and Materials Engineering,A,ภาษาไทย ปกติ,25,วิศวกรรมวัสดุ,Materials Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121302502E,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนาโน (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Nano-Engineering (International Program),E,นานาชาติ,25,วิศวกรรมวัสดุ,Materials Engineering,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,ร้อยละ 86.8 ต่อปีการศึกษา
10010121302701A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,Bachelor of Engineering Program in Survey Engineering,A,ภาษาไทย ปกติ,27,วิศวกรรมสำรวจ,Survey Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121302801A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,Bachelor of Engineering Program in Environmental Engineering,A,ภาษาไทย ปกติ,28,วิศวกรรมสิ่งแวดล้อม,Environmental Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121302901E,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Robotics and Artificial Intelligence Engineering (International Program),E,นานาชาติ,29,วิศวกรรมหุ่นยนต์,Robotics Engineering,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,ร้อยละ 86.8 ต่อปีการศึกษา
10010121303001A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,Bachelor of Engineering Program in Georesources Engineering,A,ภาษาไทย ปกติ,30,วิศวกรรมเหมืองแร่,Mining Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010121303201E,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอากาศยาน (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Aerospace Engineering (International Program),E,นานาชาติ,32,วิศวกรรมอากาศยาน,Aeronautical Engineering,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,ร้อยละ 86.8 ต่อปีการศึกษา
10010121303401E,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเซมิคอนดักเตอร์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Semiconductor Engineering (International Program),E,นานาชาติ,34,วิศวกรรมอิเล็กทรอนิกส์,Electronics Engineering,ดูรายละเอียดเพิ่มเติมhttps://www.arts.chula.ac.th/balac/index.php/admission/tuition-fees/,0
10010121303501A,chulalongkorn,001,21,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,A,ภาษาไทย ปกติ,35,วิศวกรรมอุตสาหการ,Industrial Engineering,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301A,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต,Bachelor of Arts,A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 21,000 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 5,250 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 82.42 ต่อปีการศึกษา
10010122904301E,chulalongkorn,001,22,01,วิทยาเขตหลัก,Main Campus,หลักสูตรอักษรศาสตรบัณฑิต สาขาวิชาภาษาและวัฒนธรรม (หลักสูตรนานาชาติ),Bachelor of Arts Program in Language and Culture (International Program),E,นานาชาติ,43,อักษรศาสตร์,Arts,ดูรายละเอียดเพิ่มเติมhttps://www.arts.chula.ac.th/balac/index.php/admission/tuition-fees/,ร้อยละ 82.42 ต่อปีการศึกษา
10010123210301A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,Bachelor of Science Program in Mathematics,A,ภาษาไทย ปกติ,03,คณิตศาสตร์,Mathematics,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 69.23ต่อปีการศึกษา
10010123210401A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,Bachelor of Science Program in Chemistry,A,ภาษาไทย ปกติ,04,เคมี,Chemistry,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 72.13 ต่อปีการศึกษา
10010123210402A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีวิศวกรรม,Bachelor of Science Program in Chemical Engineering,A,ภาษาไทย ปกติ,04,เคมี,Chemistry,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 62.92 ต่อปีการศึกษา
10010123210403E,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีประยุกต์ (หลักสูตรนานาชาติ),Bachelor of Science Program in Applied Chemistry (International Program),E,นานาชาติ,04,เคมี,Chemistry,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 95,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 46,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 63.33 ต่อปีการศึกษา
10010123210403E,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีประยุกต์ (หลักสูตรนานาชาติ),Bachelor of Science Program in Applied Chemistry (International Program),E,นานาชาติ,04,เคมี,Chemistry,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 95,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 46,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 63.33 ต่อปีการศึกษา
10010123210403E,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีประยุกต์ (หลักสูตรนานาชาติ),Bachelor of Science Program in Applied Chemistry (International Program),E,นานาชาติ,04,เคมี,Chemistry,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 95,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 46,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 63.33 ต่อปีการศึกษา
10010123210403E,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีประยุกต์ (หลักสูตรนานาชาติ),Bachelor of Science Program in Applied Chemistry (International Program),E,นานาชาติ,04,เคมี,Chemistry,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 95,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 46,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 63.33 ต่อปีการศึกษา
10010123210403E,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีประยุกต์ (หลักสูตรนานาชาติ),Bachelor of Science Program in Applied Chemistry (International Program),E,นานาชาติ,04,เคมี,Chemistry,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 95,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 46,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 63.33 ต่อปีการศึกษา
10010123210501A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,Bachelor of Science Program in Microbiology,A,ภาษาไทย ปกติ,05,จุลชีววิทยา,Microbiology,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 50.85 ต่อปีการศึกษา
