program_id,university_slug,university_id,faculty_id,campus_id,campus_name_th,campus_name_en,program_name_th,program_name_en,program_type_id,program_type_name_th,field_id,field_name_th,field_name_en,cost,graduate_rate
10020104210601A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาชีวเคมี,B.S. (Biochemistry),A,ภาษาไทย ปกติ,06,ชีวเคมี,Biochemistry,,83.33% (อ้างอิงข้อมูลปีการศึกษา 2567)
10020104210701A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาชีววิทยา,B.S. (Biology),A,ภาษาไทย ปกติ,07,ชีววิทยา,Biology,,78%
10020104210701A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาชีววิทยา,B.S. (Biology),A,ภาษาไทย ปกติ,07,ชีววิทยา,Biology,,78%
10020104210702A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาศาสตร์ชีวภาพรังสี,B.S. (Radiation Biosciences),A,ภาษาไทย ปกติ,07,ชีววิทยา,Biology,,average of 78%
10020104211201E,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี,B.S. (Bioscience and Technology)  (International Program),E,นานาชาติ,12,เทคโนโลยีชีวภาพ,Biotechnology,,average of 97%
10020104212301A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาศาสตร์พื้นพิภพ,B.S. (Earth Science),A,ภาษาไทย ปกติ,23,ธรณีวิทยา,Geology,,80%
10020104212501A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาพฤกษศาสตร์,B.S. (Botany),A,ภาษาไทย ปกติ,25,พฤกษศาสตร์,Botany,,100.00% (ข้อมูล ณ พฤษภาคม 2568)
10020104212601A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาพันธุศาสตร์,B.S. (Genetics),A,ภาษาไทย ปกติ,26,พันธุศาสตร์,Genetics,,60%
10020104212701A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาฟิสิกส์,B.S. (Physics),A,ภาษาไทย ปกติ,27,ฟิสิกส์,Physics,,62%
10020104212702A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาศาสตร์นิวเคลียร์,B.S. (Nuclear Science),A,ภาษาไทย ปกติ,27,ฟิสิกส์,Physics,,65%
10020104213301A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาสถิติ,B.S. (Statistics),A,ภาษาไทย ปกติ,33,สถิติ,Statistics,,85%
10020104213301B,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาสถิติ,B.S. (Statistics),B,ภาษาไทย พิเศษ,33,สถิติ,Statistics,,85%
10020104213601E,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาการและเทคโนโลยีพอลิเมอร์,B.S. (Polymer Science and Technology),E,นานาชาติ,36,เทคโนโลยีพอลิเมอร์,Polymers Technology,,100%
10020104220201A,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,B.S. (Computer Science),A,ภาษาไทย ปกติ,02,วิทยาการคอมพิวเตอร์,Computer Science,,-
10020104220201B,kasetsart,002,04,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,B.S. (Computer Science),B,ภาษาไทย พิเศษ,02,วิทยาการคอมพิวเตอร์,Computer Science,,-
10020105300501A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,B.Eng. (Computer Engineering),A,ภาษาไทย ปกติ,05,วิศวกรรมคอมพิวเตอร์,Computer Engineering,,0
10020105300601A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมเคมี,B.Eng. (Chemical Engineering),A,ภาษาไทย ปกติ,06,วิศวกรรมเคมี,Chemical Engineering,,0
10020105300601B,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมเคมี,B.Eng. (Chemical Engineering),B,ภาษาไทย พิเศษ,06,วิศวกรรมเคมี,Chemical Engineering,,0
10020105300701A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering),A,ภาษาไทย ปกติ,07,วิศวกรรมเครื่องกล,Mechanical Engineering,,0
10020105300701B,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering),B,ภาษาไทย พิเศษ,07,วิศวกรรมเครื่องกล,Mechanical Engineering,,0
10020105300701E,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering)  (International Program),E,นานาชาติ,07,วิศวกรรมเครื่องกล,Mechanical Engineering,,0
10020105301001E,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมซอฟต์แวร์และความรู้,B.Eng. (Software and Knowledge Engineering)  (International Program),E,นานาชาติ,10,วิศวกรรมซอฟต์แวร์,Software Engineering,,0
10020105301601A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),A,ภาษาไทย ปกติ,16,วิศวกรรมไฟฟ้า,Electrical Engineering,,0
10020105301601B,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),B,ภาษาไทย พิเศษ,16,วิศวกรรมไฟฟ้า,Electrical Engineering,,0
10020105301601D,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),D,ภาษาต่างประเทศ,16,วิศวกรรมไฟฟ้า,Electrical Engineering,,0
10020105301901A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,B.Eng. (Electrical-Mechanical Manufacturing Engineering),A,ภาษาไทย ปกติ,19,วิศวกรรมเมคคาทรอนิกส์,Mechatronic Engineering,,0
10020105301901B,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,B.Eng. (Electrical-Mechanical Manufacturing Engineering),B,ภาษาไทย พิเศษ,19,วิศวกรรมเมคคาทรอนิกส์,Mechatronic Engineering,,0
10020105301902E,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมการผลิตดิจิทัลและการบูรณาการหุ่นยนต์,B.Eng. (Digital Manufacturing and Robotics Integration Engineering),E,นานาชาติ,19,วิศวกรรมเมคคาทรอนิกส์,Mechatronic Engineering,,0
10020105302101A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมโยธา,B.Eng. (Civil Engineering),A,ภาษาไทย ปกติ,21,วิศวกรรมโยธา,Civil Engineering,,0
10020105302101D,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมโยธา,B.Eng. (Civil Engineering),D,ภาษาต่างประเทศ,21,วิศวกรรมโยธา,Civil Engineering,,0
10020105302103A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ทรัพยากรน้ำ,B.Eng. (Civil-Water Resources Engineering),A,ภาษาไทย ปกติ,21,วิศวกรรมโยธา,Civil Engineering,,0
10020105302501A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ,B.Eng. (Materials Engineering),A,ภาษาไทย ปกติ,25,วิศวกรรมวัสดุ,Materials Engineering,,0
10020105302501B,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ,B.Eng. (Materials Engineering),B,ภาษาไทย พิเศษ,25,วิศวกรรมวัสดุ,Materials Engineering,,0
10020105302701B,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมสำรวจและสารสนเทศภูมิศาสตร์,B.Eng. (Survey Engineering and Geographic Information),B,ภาษาไทย พิเศษ,27,วิศวกรรมสำรวจ,Survey Engineering,,0
10020105302801A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อม,B.Eng. (Environmental Engineering),A,ภาษาไทย ปกติ,28,วิศวกรรมสิ่งแวดล้อม,Environmental Engineering,,0
10020105302801D,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อม,B.Eng. (Environmental Engineering),D,ภาษาต่างประเทศ,28,วิศวกรรมสิ่งแวดล้อม,Environmental Engineering,,0
10020105303201A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมการบินและอวกาศ,B.Eng. (Aerospace Engineering),A,ภาษาไทย ปกติ,32,วิศวกรรมอากาศยาน,Aeronautical Engineering,,0
10020105303201G,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมการบินและอวกาศ,B.Eng. (Aerospace Engineering) (International Program),G,Double Degree - นานาชาติ พิเศษ,32,วิศวกรรมอากาศยาน,Aeronautical Engineering,,0
10020105303402A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมเซมิคอนดักเตอร์,B.Eng. (Semiconductor Engineering),A,ภาษาไทย ปกติ,34,วิศวกรรมอิเล็กทรอนิกส์,Electronics Engineering,,
10020105303402A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมเซมิคอนดักเตอร์,B.Eng. (Semiconductor Engineering),A,ภาษาไทย ปกติ,34,วิศวกรรมอิเล็กทรอนิกส์,Electronics Engineering,,
10020105303501A,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),A,ภาษาไทย ปกติ,35,วิศวกรรมอุตสาหการ,Industrial Engineering,,0
10020105303501B,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),B,ภาษาไทย พิเศษ,35,วิศวกรรมอุตสาหการ,Industrial Engineering,,0
10020105303501D,kasetsart,002,05,01,บางเขน,Bangkhen,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),D,ภาษาต่างประเทศ,35,วิศวกรรมอุตสาหการ,Industrial Engineering,,0
10020105620202B,kasetsart,002,05,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาการจัดการเทคโนโลยีการบิน,B.S. (Aviation Technology Management),B,ภาษาไทย พิเศษ,02,การบิน,Aviation,,0
10020106700301A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาศึกษาศาสตร์,B.Ed. (Education),A,ภาษาไทย ปกติ,03,การมัธยมศึกษา,Secondary Education,,ร้อยละ 83.33
10020106700301A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาศึกษาศาสตร์,B.Ed. (Education),A,ภาษาไทย ปกติ,03,การมัธยมศึกษา,Secondary Education,,ร้อยละ 95.45
10020106700301A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาศึกษาศาสตร์,B.Ed. (Education),A,ภาษาไทย ปกติ,03,การมัธยมศึกษา,Secondary Education,,ร้อยละ 85.71
10020106700301A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาศึกษาศาสตร์,B.Ed. (Education),A,ภาษาไทย ปกติ,03,การมัธยมศึกษา,Secondary Education,,ร้อยละ 84.62
10020106700301A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาศึกษาศาสตร์,B.Ed. (Education),A,ภาษาไทย ปกติ,03,การมัธยมศึกษา,Secondary Education,,ร้อยละ 91.30
10020106700301A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาศึกษาศาสตร์,B.Ed. (Education),A,ภาษาไทย ปกติ,03,การมัธยมศึกษา,Secondary Education,,ร้อยละ 67.74
10020106700301A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาศึกษาศาสตร์,B.Ed. (Education),A,ภาษาไทย ปกติ,03,การมัธยมศึกษา,Secondary Education,,ร้อยละ 85.71
10020106702801A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาพลศึกษา,B.Ed. (Physical Education),A,ภาษาไทย ปกติ,28,สุขศึกษา พลศึกษา และนันทนาการ,Health Physical Education and Recreation,,ร้อยละ 75.24
10020106702802A,kasetsart,002,06,01,บางเขน,Bangkhen,ศษ.บ. สาขาวิชาสุขศึกษา,B.Ed. (Health Education),A,ภาษาไทย ปกติ,28,สุขศึกษา พลศึกษา และนันทนาการ,Health Physical Education and Recreation,,ร้อยละ 83.33
10020107611101A,kasetsart,002,07,01,บางเขน,Bangkhen,ศ.บ. สาขาวิชาเศรษฐศาสตร์,B.Econ.,A,ภาษาไทย ปกติ,11,เศรษฐศาสตร์,Economics,,0
10020107611101B,kasetsart,002,07,01,บางเขน,Bangkhen,ศ.บ. สาขาวิชาเศรษฐศาสตร์,B.Econ.,B,ภาษาไทย พิเศษ,11,เศรษฐศาสตร์,Economics,,0
10020107611101D,kasetsart,002,07,01,บางเขน,Bangkhen,ศ.บ. สาขาวิชาเศรษฐศาสตร์,B.Econ.,D,ภาษาต่างประเทศ,11,เศรษฐศาสตร์,Economics,,0
10020107611102A,kasetsart,002,07,01,บางเขน,Bangkhen,ศ.บ. สาขาวิชาเศรษฐศาสตร์สหกรณ์,B.Econ. (Cooperatives Economics),A,ภาษาไทย ปกติ,11,เศรษฐศาสตร์,Economics,,ร้อยละ 88.04
10020107611102B,kasetsart,002,07,01,บางเขน,Bangkhen,ศ.บ. สาขาวิชาเศรษฐศาสตร์สหกรณ์,B.Econ. (Cooperatives Economics),B,ภาษาไทย พิเศษ,11,เศรษฐศาสตร์,Economics,,ร้อยละ 81.15
10020107611103A,kasetsart,002,07,01,บางเขน,Bangkhen,ศ.บ. สาขาวิชาเศรษฐศาสตร์ประยุกต์และธุรกิจเกษตร,B.Econ. (Applied Economics and Agribusiness),A,ภาษาไทย ปกติ,11,เศรษฐศาสตร์,Economics,,0
10020107611103B,kasetsart,002,07,01,บางเขน,Bangkhen,ศ.บ. สาขาวิชาเศรษฐศาสตร์ประยุกต์และธุรกิจเกษตร,B.Econ. (Applied Economics and Agribusiness),B,ภาษาไทย พิเศษ,11,เศรษฐศาสตร์,Economics,,0
10020107611104E,kasetsart,002,07,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาเศรษฐศาสตร์การประกอบการ,B.A. (Entrepreneurial Economics) (International Program) ),E,นานาชาติ,11,เศรษฐศาสตร์,Economics,,0
10020108113101A,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาจิตวิทยา,B.S. (Psychology),A,ภาษาไทย ปกติ,31,จิตวิทยา,Psychology,,ร้อยละ 94.48
10020108113101A,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาจิตวิทยา,B.S. (Psychology),A,ภาษาไทย ปกติ,31,จิตวิทยา,Psychology,,ร้อยละ 94.48
10020108113101A,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาจิตวิทยา,B.S. (Psychology),A,ภาษาไทย ปกติ,31,จิตวิทยา,Psychology,,ร้อยละ 94.48
10020108113101A,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาจิตวิทยา,B.S. (Psychology),A,ภาษาไทย ปกติ,31,จิตวิทยา,Psychology,,ร้อยละ 94.48
10020108113101B,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาจิตวิทยา,B.S. (Psychology),B,ภาษาไทย พิเศษ,31,จิตวิทยา,Psychology,,ร้อยละ 94.48
10020108113101B,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาจิตวิทยา,B.S. (Psychology),B,ภาษาไทย พิเศษ,31,จิตวิทยา,Psychology,,ร้อยละ 94.48
10020108113101B,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาจิตวิทยา,B.S. (Psychology),B,ภาษาไทย พิเศษ,31,จิตวิทยา,Psychology,,ร้อยละ 94.48
10020108113101B,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาจิตวิทยา,B.S. (Psychology),B,ภาษาไทย พิเศษ,31,จิตวิทยา,Psychology,,ร้อยละ 94.48
10020108901001A,kasetsart,002,08,01,บางเขน,Bangkhen,น.บ.(นิติศาสตรบัณฑิต),LL.B.,A,ภาษาไทย ปกติ,10,นิติศาสตร์,Laws,,0
10020108901001B,kasetsart,002,08,01,บางเขน,Bangkhen,น.บ.(นิติศาสตรบัณฑิต),LL.B.,B,ภาษาไทย พิเศษ,10,นิติศาสตร์,Laws,,0
10020108901401A,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาประวัติศาสตร์,B.A. (History),A,ภาษาไทย ปกติ,14,ประวัติศาสตร์,History,,ร้อยละ 77.41
10020108902801B,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาเอเชียตะวันออกเฉียงใต้ศึกษา,B.A. (Southeast Asian Studies),B,ภาษาไทย พิเศษ,28,เอเชีย,Asia,,ร้อยละ 98.21
10020108903001A,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศศาสตร์,B.S. (Geography and Geoinformatics),A,ภาษาไทย ปกติ,30,ภูมิศาสตร์,Geography,,ร้อยละ 76.67
10020108903001B,kasetsart,002,08,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศศาสตร์,B.S. (Geography and Geoinformatics),B,ภาษาไทย พิเศษ,30,ภูมิศาสตร์,Geography,,ร้อยละ 76.67
10020108903102A,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชารัฐประศาสนศาสตร์,B.A. (Public Administration),A,ภาษาไทย ปกติ,31,รัฐประศาสนศาสตร์,Public Administration,,ร้อยละ 92.65
10020108903102B,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชารัฐประศาสนศาสตร์,B.A. (Public Administration),B,ภาษาไทย พิเศษ,31,รัฐประศาสนศาสตร์,Public Administration,,ร้อยละ 92.65
10020108903201A,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชารัฐศาสตร์,B.A. (Political Science),A,ภาษาไทย ปกติ,32,รัฐศาสตร์,Political Science,,ร้อยละ 86.31
10020108903201A,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชารัฐศาสตร์,B.A. (Political Science),A,ภาษาไทย ปกติ,32,รัฐศาสตร์,Political Science,,ร้อยละ 86.31
10020108903201A,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชารัฐศาสตร์,B.A. (Political Science),A,ภาษาไทย ปกติ,32,รัฐศาสตร์,Political Science,,ร้อยละ 86.31
10020108903201B,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชารัฐศาสตร์,B.A. (Political Science),B,ภาษาไทย พิเศษ,32,รัฐศาสตร์,Political Science,,ร้อยละ 86.31
10020108903201B,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชารัฐศาสตร์,B.A. (Political Science),B,ภาษาไทย พิเศษ,32,รัฐศาสตร์,Political Science,,ร้อยละ 86.31
10020108903201B,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชารัฐศาสตร์,B.A. (Political Science),B,ภาษาไทย พิเศษ,32,รัฐศาสตร์,Political Science,,ร้อยละ 86.31
10020108903501A,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาสังคมวิทยาและมานุษยวิทยา,B.A. (Sociology and Anthropology),A,ภาษาไทย ปกติ,35,สังคมวิทยา,Sociology,,0
10020108903501B,kasetsart,002,08,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาสังคมวิทยาและมานุษยวิทยา,B.A. (Sociology and Anthropology),B,ภาษาไทย พิเศษ,35,สังคมวิทยา,Sociology,,0
10020109140101A,kasetsart,002,09,01,บางเขน,Bangkhen,สพ.บ.(สัตวแพทยศาสตรบัณฑิต),D.V.M.,A,ภาษาไทย ปกติ,01,สัตวแพทยศาสตร์,Veterinary Medicine,,0
10020110501101E,kasetsart,002,10,01,บางเขน,Bangkhen,วท.บ. สาขาวิชานวัตกรรมและเทคโนโลยีอุตสาหกรรมเกษตร,B.S. (Agro-Indsutrial Innovation and Technology)  (International Program),E,นานาชาติ,11,อุตสาหกรรมเกษตร,Agro-Industry,,-
10020110501102A,kasetsart,002,10,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาเทคโนโลยีการบรรจุ,B.S. (Packaging Technology),A,ภาษาไทย ปกติ,11,อุตสาหกรรมเกษตร,Agro-Industry,,-
10020110501103A,kasetsart,002,10,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาเทคโนโลยีสิ่งทอและแฟชั่น,B.S. (Textile and Fashion Technology),A,ภาษาไทย ปกติ,11,อุตสาหกรรมเกษตร,Agro-Industry,,-
10020110501104A,kasetsart,002,10,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาเทคโนโลยีชีวภาพ,B.S. (Biotechnology),A,ภาษาไทย ปกติ,11,อุตสาหกรรมเกษตร,Agro-Industry,,-
10020110501105A,kasetsart,002,10,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาพัฒนาผลิตภัณฑ์อุตสาหกรรมเกษตร,B.S. (Agro-Indsutrial Product Development),A,ภาษาไทย ปกติ,11,อุตสาหกรรมเกษตร,Agro-Industry,,-
10020110501106A,kasetsart,002,10,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,B.S. (Food Science and Technology),A,ภาษาไทย ปกติ,11,อุตสาหกรรมเกษตร,Agro-Industry,,-
10020110501106B,kasetsart,002,10,01,บางเขน,Bangkhen,วท.บ. สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,B.S. (Food Science and Technology),B,ภาษาไทย พิเศษ,11,อุตสาหกรรมเกษตร,Agro-Industry,,-
10020111620103E,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาการจัดการการท่องเที่ยวเชิงบูรณาการ,B.A. (Integrated Tourism Management) (International Program)),E,นานาชาติ,01,การท่องเที่ยวและการโรงแรม,Tourism and Hotel,,ร้อยละ 77.50
10020111620105A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาการสร้างสรรค์การบริการเพื่อธุรกิจการท่องเที่ยว,B.A. (Service Creation for Tourism Business),A,ภาษาไทย ปกติ,01,การท่องเที่ยวและการโรงแรม,Tourism and Hotel,,ร้้อยละ 96.20
10020111800201A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาดนตรีไทย,B.A. (Thai Music),A,ภาษาไทย ปกติ,02,ดุริยางคศิลป์,Music,,0
10020111800202A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาดนตรีตะวันตก,B.A. (Western Music),A,ภาษาไทย ปกติ,02,ดุริยางคศิลป์,Music,,0
10020111901501A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาปรัชญาและศาสนา,B.A. (Philosophy and Religion),A,ภาษาไทย ปกติ,15,ปรัชญา ศาสนา,Philosophy/Religion,,0
10020111901701A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาเกาหลีธุรกิจ,B.A. (Business Korean),A,ภาษาไทย ปกติ,17,เกาหลี,Korean,,0
10020111901701B,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาเกาหลีธุรกิจ,B.A. (Business Korean),B,ภาษาไทย พิเศษ,17,เกาหลี,Korean,,0
10020111901801A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาจีน,B.A. (Chinese),A,ภาษาไทย ปกติ,18,จีน,Chinese,,0
10020111901802B,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาจีนธุรกิจ,B.A. (Business Chinese),B,ภาษาไทย พิเศษ,18,จีน,Chinese,,0
10020111901901A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาญี่ปุ่นธุรกิจ,B.A. (Business Japanese),A,ภาษาไทย ปกติ,19,ญี่ปุ่น,Japanese,,0
10020111901901B,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาญี่ปุ่นธุรกิจ,B.A. (Business Japanese),B,ภาษาไทย พิเศษ,19,ญี่ปุ่น,Japanese,,0
10020111902001A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาไทย,B.A. (Thai),A,ภาษาไทย ปกติ,20,ไทย,Thai,,ร้อยละ 88.73
10020111902403A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาตะวันตก,B.A. (Western Languages),A,ภาษาไทย ปกติ,24,ยุโรป,Europe,,
10020111902403A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาตะวันตก,B.A. (Western Languages),A,ภาษาไทย ปกติ,24,ยุโรป,Europe,,
10020111902403A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาตะวันตก,B.A. (Western Languages),A,ภาษาไทย ปกติ,24,ยุโรป,Europe,,
10020111902501A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาอังกฤษ,B.A. (English),A,ภาษาไทย ปกติ,25,อังกฤษ,English,,0
10020111902501B,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาอังกฤษ,B.A. (English),B,ภาษาไทย พิเศษ,25,อังกฤษ,English,,0
10020111903301A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาวรรณคดี,B.A. (Literature),A,ภาษาไทย ปกติ,33,วรรณคดี,Literature,,0
10020111903301A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาวรรณคดี,B.A. (Literature),A,ภาษาไทย ปกติ,33,วรรณคดี,Literature,,0
10020111903801A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชานิเทศศาสตร์,B.A. (Communication Arts),A,ภาษาไทย ปกติ,38,สื่อสารมวลชนและเอกสาร,Mass Communication and Documentation,,ร้อยละ 77.5
10020111904301A,kasetsart,002,11,01,บางเขน,Bangkhen,ศศ.บ. สาขาวิชาภาษาศาสตร์ประยุกต์,B.A. (Applied Linguistics),A,ภาษาไทย ปกติ,43,อักษรศาสตร์,Arts,,0
